id,text,score,x,y,keyword
731,Nicolosis Italian Restaurant,4,32.78157,-117.08319,Italian Pizza European
732,Pine Cone Restaurant,3,38.402941,-122.824732,American Indian
733,Rappa's Seafood Restaurant,4,36.60385,-121.89308,Seafood
734,Sire Restaurants,4,33.9551926,-117.39542,American
735,The Grant Grill,4.5,32.715694,-117.16174,American Californian French Mediterranean Traditional
736,The Original Tops,4,34.146817,-118.069,Fast Food American Burgers
737,The Plumed Horse,3.5,37.256466,-122.03501,Californian French American European Contemporary Fast Food
738,Tony's On The Pier,4,33.839035,-118.39126,Seafood
739,Acapulco Restaurant,4,37.769455,-122.24775,Mexican American Fast Food
740,Bob's Footlongs,4.5,40.59648112,-124.15448,Asian Korean
741,Caruso's Corner Family Restaurant,3.5,36.59607,-121.86358,Pizza Italian
742,Denny's Cafe,4.5,37.780474,-122.478725,Chinese American Asian Mediterranean Pan Asian Vietnamese
743,Dennys,4.5,34.95308,-120.42012,American Burgers Diner Fast Food Sandwiches Traditional
744,Dennys,3,36.737762,-119.700191,American Burgers Diner Sandwiches
745,Dennys,2.5,33.986599,-118.400532,American Diner Burgers
746,Dennys,4,38.346636,-120.772453,American Diner
747,Dennys,4,33.620953,-117.701506,Diner
748,Dennys,3,34.5545959,-118.0448507,American Bakery Diner Bistro Grill Traditional
749,Dennys,2.5,37.386398,-121.860001,American Diner Burgers
750,Dennys,2,33.747403,-116.990433,American Burgers Diner
751,Dennys,4,34.19432,-118.348987,Diner
752,Dennys,3,34.17142868,-118.4663907,American Burgers
753,Dennys,3,33.808352,-118.125196,American Diner
754,Dennys,2,32.744469,-116.931703,American Diner
755,Dennys,3,33.927738,-116.9459711,American Burgers Diner Ice Cream Seafood
756,Johnnie's Pastrami Restaurant,4,34.008303,-118.413618,American Deli Sandwiches Steak Burgers Diner Fast Food Hot Dogs Mexican Pan Asian
757,Mitchell's Ice Cream,4.5,37.74425,-122.42255,Ice Cream
758,Original Pancake House,4,38.785463,-121.276031,American
759,Ramsey's At The Club,4.5,34.1451976,-118.3392334,American
760,Sherman's Deli and Bakery,4.5,33.75782,-116.388,Bakery Deli
761,Sonic Drive-In,3.5,33.857825,-117.919846,American Burgers Fast Food Hot Dogs
762,Sonic Drive-In,3.5,39.141058,-121.630206,Burgers American Fast Food
763,Sonic Drive-In,3,36.837405,-119.680083,Burgers American Fast Food Hot Dogs
764,Sonic Drive-In,4,37.360397,-120.61241,Burgers American Fast Food Hot Dogs
765,Sonic Drive-In,3.5,37.664557,-120.993934,American Burgers Fast Food
766,Sonic Drive-In,2,35.500304,-119.272205,American Burgers Fast Food Hot Dogs
767,Sonic Drive-In,3,37.758236,-121.46231,American Burgers
768,Sonic Drive-In,4,37.666647,-121.030451,American Burgers Fast Food
769,Taylor's Steakhouse,4,34.20348,-118.19796,Steak American Mexican Middle Eastern Seafood Tapas
770,The Jetty Restaurants,2.5,34.883485,-120.435784,Seafood American
771,Trellises Garden Grille,4,32.762732,-117.1683262,American Barbecue Contemporary Seafood Steak
772,Acapulco Cafe,4,33.83153,-118.30178,Mexican
773,Alpine Drive in,4.5,40.882132,-121.665122,American Burgers Fast Food Sandwiches
774,Angelo's Drive-In,3,36.757599,-119.82017,American Burgers Sandwiches
775,Astro Family Restaurant,3.5,34.10452,-118.25909,American Diner Coffee Seafood Traditional
776,Bigs Restaurants,3,33.917099,-118.089996,Pizza Italian
777,Burger King,1,37.628766,-122.04727,Burgers American Fast Food
778,Burger King,3.5,34.127102,-118.258003,American Burgers Fast Food
779,Burger King,3,34.221385,-119.177916,Burgers Fast Food American Hot Dogs
780,Burger King,4,37.760122,-121.462273,Burgers American Fast Food
781,Burger King,2.5,34.14533,-118.75958,Burgers American Fast Food
782,Burger King,1.5,36.730729,-119.800201,American Burgers Fast Food
783,Burger King,2.5,38.45402,-122.717314,American Burgers Fast Food
784,Burger King,4.5,37.638671,-120.930454,Burgers Fast Food American
785,Burger King,1.5,37.689114,-121.030051,Burgers Fast Food American
786,Burger King,1,37.902188,-122.304115,American Burgers Fast Food
787,Burger King,1,33.77884413,-118.2738948,American Burgers Fast Food
788,Burger King,3,37.803217,-122.271813,Burgers Fast Food American
789,Burger King,1,35.209297,-118.834872,American Burgers Fast Food
790,Burger King,3,33.80471938,-118.1891584,Burgers Fast Food American Chicken Sandwiches
791,Burger King,4,34.426834,-117.572731,Burgers Fast Food American Hot Dogs
792,Burger King,3,34.37800361,-118.5636753,American Burgers Fast Food
793,Burger King,4,33.604905,-114.605987,Burgers American Fast Food
794,Burger King,2,34.06053923,-118.2443261,Fast Food Burgers
795,Burger King,4,34.153543,-118.258333,Burgers American Fast Food
796,Burger King,2.5,33.48944194,-117.698679,Burgers American Fast Food Seafood
797,Burger King,3,36.051042,-119.025915,Burgers American Fast Food
798,Burger King,2.5,37.320301,-121.973999,Burgers Fast Food American
799,Burger King,2,33.92895321,-116.9472876,American Fast Food Burgers
800,Burger King,3.5,37.513875,-122.254144,Burgers American Fast Food
801,Burger King,1.5,38.527682,-121.44437,American Burgers Fast Food
802,Burger King,2,37.936603,-121.697283,Burgers Fast Food American
803,Burger King,2.5,34.06297624,-118.0907911,Burgers American Fast Food Chinese Seafood
804,Burger King,5,36.327551,-119.64954,American Burgers Fast Food
805,Burger King,3,39.141559,-121.622636,American Burgers Fast Food
806,Burger King,3,40.939556,-124.099958,Burgers American Fast Food
807,Burger King,1,34.279342,-118.738613,Burgers American Fast Food
808,Burger King,2.5,36.313273,-119.78223,American Burgers Fast Food
809,Burger King,2.5,33.6996064,-117.8348236,American Burgers Fast Food
810,Burger King,2.5,34.076903,-117.689961,Burgers American Fast Food
811,Burger King,2.5,37.360455,-120.61388,American Burgers Fast Food
812,Burger King,5,34.078445,-117.719271,American Burgers Fast Food
813,Burger King,4,38.00562,-121.755602,American Burgers Fast Food
814,Burger King,2.5,37.352536,-121.958584,Burgers Fast Food American Sandwiches
815,Burger King,3,34.105167,-117.67005,Burgers American Fast Food
816,Burger King,2.5,34.277722,-119.214147,Burgers American Fast Food
817,Burger King,4,34.675266,-118.155634,American Burgers Fast Food
818,Burger King,3,33.856857,-118.168551,American Burgers Fast Food
819,Burger King,1.5,37.972199,-122.043449,Burgers American Fast Food
820,Burger King,4,33.750834,-117.867094,Burgers American Fast Food
821,Burger King,3,37.402271,-122.112879,Burgers American Fast Food
822,Burger King,1,35.317902,-119.030621,Burgers American Fast Food
823,Burger King,2.5,32.6978606,-117.169683,Burgers American Fast Food Mexican
824,Burger King,2,39.142678,-121.590805,Burgers American Fast Food
825,Burger King,1.5,34.471405,-117.21406,Burgers American Fast Food
826,Burger King,3,38.05015679,-122.5321403,Burgers Fast Food American
827,Burger King,1.5,37.785247,-122.433201,Burgers American Fast Food
828,Burger King,3,33.9246989,-118.152421,American Burgers Fast Food
829,Burger King,1,38.76165899,-121.3099194,Burgers American Fast Food Chicken Sandwiches
830,Burger King,1,38.220924,-122.127096,Burgers American Fast Food
831,Burger King,2,32.608299,-117.066227,Burgers American Fast Food
832,Burger King,2,33.508967,-117.127467,Burgers American Fast Food
833,Burger King,1,36.722033,-121.663614,Burgers Fast Food American Sandwiches
834,Burger King,1,34.128498,-117.890479,American Burgers Fast Food
835,Burger King,1.5,37.98321,-122.328686,Burgers American Fast Food
836,Burger King,2,37.717927,-122.181941,American Burgers Fast Food
837,Burger King,3,33.950493,-118.1643963,Burgers American Fast Food
838,Burger King,1,34.281365,-119.301068,American Burgers Fast Food
839,Burger King,4,33.193164,-117.378397,Burgers American Fast Food
840,Burger King,5,36.303413,-119.313853,Burgers American Fast Food
841,Burger King,3.5,34.419638,-117.291579,Burgers American Fast Food
842,Burger King,3.5,39.1450559,-121.643396,American Burgers Fast Food
843,Burger King,2,33.787775,-118.139574,American Burgers Fast Food
844,Burger King,2,33.873148,-118.379499,American Burgers Fast Food
845,Burger King,4,38.01692493,-121.9424915,Burgers American Fast Food
846,Burger King,4,38.361177,-121.971677,Burgers American Fast Food Hot Dogs
847,Burger King,2,34.426614,-118.537308,American Fast Food Burgers
848,Burger King,2.5,34.097769,-118.120494,American Fast Food Burgers
849,Burger King,3,34.170895,-118.288927,Burgers American Fast Food
850,Burger King,5,33.975822,-117.358021,Burgers Fast Food American
851,Burger King,2,37.69438148,-122.085358,American Burgers Fast Food
852,Burger King,2.5,33.772033,-118.193164,American Burgers Fast Food
853,Burger King,3.5,35.6014853,-119.3495299,American Burgers Fast Food
854,Burger King,2,34.077349,-117.619484,Burgers American Fast Food
855,Burger King,3.5,37.700032,-122.489711,Burgers American Fast Food Mexican
856,Burger King,1.5,37.370421,-121.844105,Burgers Fast Food American
857,Burger King,2,34.21796379,-119.0393919,Burgers Fast Food American Salad
858,Burger King,1,32.844207,-116.879762,Burgers American Fast Food
859,Burger King,2.5,37.756834,-122.251245,Burgers Fast Food American
860,Burger King,3.5,33.86449,-117.543979,Burgers American Fast Food
861,Burger King,3.5,36.734953,-120.05846,American Burgers Fast Food
862,Burger King,1,37.962908,-121.273464,Burgers American Fast Food
863,Burger King,2,34.48624713,-117.290111,American Burgers Fast Food
864,Burger King,2,34.15658,-118.479524,American Burgers Fast Food
865,Burger King,3,32.768495,-117.148562,Burgers American Fast Food
866,Burger King,3.5,34.142502,-118.239113,American Burgers Fast Food
867,Burger King,1,36.751332,-119.700758,American Fast Food Burgers
868,Burger King,4,37.7598399,-121.434548,Burgers Fast Food American Hot Dogs
869,Burger King,1,36.799301,-121.664001,Burgers American Fast Food
870,Burger King,3.5,37.292319,-121.912832,Burgers American Fast Food
871,Burger King,2.5,37.772999,-122.216003,Burgers American Fast Food
872,Burger King,2.5,37.021422,-121.5680283,Burgers Fast Food American
873,Burger King,4.5,35.1209927,-120.609619,Burgers American Fast Food Seafood
874,Burger King,1,33.134306,-117.057402,American Burgers Fast Food Californian
875,Burger King,4,36.202495,-121.129794,Burgers American Fast Food International
876,Burger King,3,37.964978,-121.779418,American Burgers Fast Food
877,Burger King,3,32.67764,-117.098066,American Burgers Fast Food Seafood
878,Burger King,4,34.029514,-117.629156,Burgers American Fast Food
879,Burger King,3,36.329054,-121.245323,Fast Food American Burgers Pizza
880,Burger King,2,36.576378,-119.626263,Burgers American Fast Food Steak
881,Burger King,1.5,33.865155,-118.326792,American Burgers Fast Food
882,Burger King,3,38.251113,-122.629318,American Burgers Fast Food
883,Burger King,1.5,37.355707,-121.819238,Burgers American Fast Food
884,Burger King,2.5,37.766499,-122.178001,Burgers Fast Food American
885,Burger King,2.5,41.758612,-124.197652,Burgers American Fast Food
886,Burger King,1,35.353832,-119.058066,Burgers American Fast Food
887,Burger King,2.5,37.781465,-122.461265,Burgers Fast Food American
888,Burger King,5,33.528432,-117.15448,Burgers American Fast Food
889,Burger King,2.5,37.699615,-121.904454,American Burgers Fast Food
890,Burger King,3,33.810301,-118.2899624,American Burgers
891,Burger King,3,33.858749,-117.924373,Burgers American Fast Food
892,Burger King,2.5,36.704838,-121.653851,Burgers American Fast Food
893,Burger King,3.5,36.687529,-121.799518,American Burgers Fast Food
894,Burger King,3,40.581712,-124.146278,Burgers American Fast Food
895,Burger King,3,34.162662,-118.838648,Burgers American Fast Food
896,Burger King,1,39.360536,-121.68715,American Fast Food Burgers
897,Burger King,1.5,37.679464,-121.78266,American Burgers Fast Food
898,Burger King,1.5,40.68044,-122.350424,American Burgers Fast Food
899,Burger King,3,38.06753,-122.168337,Burgers American Fast Food
900,Burger King,3.5,37.290583,-121.880565,American Burgers Fast Food
901,Burger King,3.5,40.586518,-122.401034,Burgers American Fast Food Hot Dogs
902,Burger King,3,37.772709,-120.829783,American Burgers Fast Food
903,Burger King,4,34.12132,-117.322332,Burgers Fast Food American Hot Dogs
904,Burger King,3.5,40.57105,-122.35801,American Fast Food Burgers
905,Burger King,2,33.70813608,-117.8858221,American Burgers Fast Food
906,Burger King,2.5,38.41107,-122.713875,Burgers American Fast Food Bakery Diner
907,Burger King,3,33.224976,-117.332085,Burgers American Fast Food
908,Burger King,2,37.988244,-121.321942,Burgers American Fast Food
909,Burger King,1.5,38.65932226,-121.348079,Burgers American Fast Food
910,Burger King,2,32.862046,-116.922683,Burgers American Fast Food
911,Burger King,3,33.89598,-118.220546,Burgers Fast Food American
912,Burger King,2.5,37.279235,-121.83568,Burgers American Fast Food
913,Burger King,2,34.14013,-117.974866,American Burgers Fast Food Bakery Diner Mexican
914,Burger King,1,33.375271,-117.251688,Burgers American Fast Food
915,Burger King,3.5,37.661249,-120.958161,Burgers American Fast Food Mexican
916,Burger King,2,39.525059,-122.212414,Burgers Fast Food American
917,Burger King,3.5,35.368151,-120.84262,Burgers American Fast Food International
918,Burger King,1.5,33.83210852,-118.1620711,Burgers Fast Food American
919,Burger King,2.5,33.83413627,-117.836565,Burgers American Fast Food
920,Burger King,3,33.8414186,-118.2855961,American Burgers Fast Food Steak
921,Burger King,1,33.65723,-118.001999,Burgers Fast Food American
922,Burger King,1,33.693332,-117.336863,Burgers American Fast Food
923,Burger King,3,38.014596,-121.891079,Burgers American Fast Food Bakery Diner Sandwiches
924,Burger King,4,34.099899,-118.073997,American Burgers Fast Food
925,Burger King,2,32.832793,-117.1498445,Burgers American Fast Food
926,Burger King,2.5,33.2012621,-117.3701508,Burgers American Fast Food
927,Burger King,3.5,37.378309,-121.939872,Burgers American Fast Food
928,Burger King,2,36.977183,-121.965039,Fast Food American Burgers
929,Burger King,3,33.872884,-118.118102,Burgers American Fast Food Mexican
930,Burger King,4,33.772524,-116.958215,American Burgers Fast Food
931,Burger King,1.5,37.324458,-121.911752,American Burgers Fast Food
932,Burger King,3,39.714377,-121.795667,American Burgers Fast Food
933,Burger King,1,34.136352,-117.196598,Burgers Fast Food American
934,Burger King,2,33.782779,-117.958085,American Burgers Fast Food
935,Burger King,2,33.137369,-117.1797497,American Burgers Fast Food
936,Burger King,3,36.76175077,-121.7533207,American Burgers Fast Food Fusion Vegetarian
937,Burger King,4.5,34.075059,-117.890513,Fast Food American Burgers
938,Burger King,1,34.033535,-117.6872635,American Fast Food Burgers
939,Burger King,4,33.953975,-118.12892,Burgers American Fast Food
940,Burger King,2.5,33.572968,-117.7234,Burgers American Fast Food Mexican
941,Burger King,1.5,37.9353565,-122.3563081,Burgers American Fast Food
942,Burger King,2,32.87271,-117.237726,American Burgers Fast Food Salad Seafood
943,Burger King,2,37.219662,-121.861227,American Fast Food Burgers
944,Burger King,4,40.457546,-122.29488,Burgers Fast Food American
945,Burger King,3,37.94889,-122.332463,Burgers American Fast Food
946,Burger King,2.5,37.532711,-121.958591,Burgers American Fast Food
947,Burger King,3,33.909467,-117.560304,American Burgers Fast Food
948,Burger King,3,33.853222,-117.998483,American Burgers Fast Food
949,Burger King,1.5,33.884032,-117.563817,American Fast Food Burgers
950,Burger King,1,34.066612,-117.322439,Burgers American Fast Food
951,Burger King,1.5,37.925648,-122.063315,American Burgers Fast Food
952,Burger King,2.5,37.696983,-121.743687,Burgers American Fast Food
953,Burger King,2,37.837173,-122.293085,Fast Food American Burgers
954,Burger King,1.5,36.08054,-119.042473,Burgers American Fast Food
955,Burger King,2,37.70246369,-121.9330072,American Burgers Fast Food
956,Burger King,3,33.759332,-116.2971404,Burgers American Fast Food Hot Dogs
957,Burger King,2,34.040699,-118.050104,American Burgers Fast Food Sushi
958,Burger King,1,33.134911,-117.120173,American Burgers Fast Food
959,Burger King,3.5,36.759602,-120.386021,Burgers Fast Food American
960,Burger King,3,36.663524,-121.656953,Burgers American Fast Food
961,Burger King,2,34.026036,-118.155934,American Burgers Bakery Fast Food
962,Burger King,1.5,34.974277,-120.435507,Burgers American Fast Food
963,Burger King,2.5,33.81615,-116.457042,American Burgers Asian Fast Food
964,Burger King,2,38.458483,-121.840414,Burgers American Fast Food
965,Burger King,2,32.560881,-117.062446,American Burgers Fast Food Seafood
966,Burger King,3,32.812303,-117.153891,American Burgers Fast Food
967,Burger King,3.5,37.552478,-121.978771,Burgers American Fast Food
968,Burger King,3,33.747829,-116.993003,American Fast Food Burgers
969,Burger King,5,32.792421,-115.569932,Burgers American Fast Food
970,Burger King,2.5,37.775009,-122.413203,Burgers American Fast Food
971,Burger King,2,37.534163,-122.000205,Burgers Fast Food American
972,Burger King,2.5,33.678476,-117.83466,American Burgers Fast Food
973,Burger King,3.5,37.81970501,-121.996018,Burgers Fast Food American Chicken Hot Dogs Sandwiches
974,Burger King,1,36.77272,-119.754012,American Burgers Fast Food
975,Burger King,2.5,33.664604,-117.856748,American Burgers Fast Food
976,Burger King,2.5,34.086484,-118.219498,American Burgers Fast Food
977,Burger King,3.5,37.973044,-122.062987,Burgers American Fast Food Spanish
978,Burger King,2.5,38.10557,-122.23136,Burgers American Fast Food Salad
979,Burger King,2.5,34.2057,-118.224998,American Burgers Fast Food
980,Burger King,2.5,38.925359,-121.055592,American Burgers Fast Food
981,Burger King,3.5,37.352194,-121.999717,Burgers American Fast Food
982,Burger King,5,32.711601,-117.1154246,Burgers American Fast Food
983,Burger King,3.5,34.58017,-118.082886,Burgers American Fast Food
984,Burger King,2.5,33.637611,-117.590294,Fast Food American Burgers Bakery
985,Burger King,3.5,34.106749,-117.826714,Burgers American Fast Food
986,Burger King,2,39.76117,-121.842187,American Burgers Fast Food
987,Burger King,2,40.804553,-124.152589,Burgers Fast Food American
988,Burger King,4,32.584401,-117.108462,Burgers Fast Food American Hot Dogs
989,Burger King,1,33.724947,-117.989787,Burgers American Fast Food
990,Burger King,3.5,34.6018,-118.18422,American Burgers Fast Food Bakery Diner
991,Burger King,2,38.272105,-121.98762,Burgers American Fast Food Mexican
992,Cibo Ristorante Italiano,3,36.60075594,-121.894129,Italian Fast Food Pizza
993,Colombo's Italian Steakhouse,4.5,34.139672,-118.207211,Italian Steak Pizza American Burgers Californian
994,Domenico's Belmont Shore,4,33.758976,-118.1317,Italian Pizza Continental Fast Food Mediterranean Pasta
995,El Torito,3,33.067184,-117.262519,Mexican Grill
996,El Torito,2.5,33.183205,-117.329346,Mexican Grill
997,El Torito,3.5,34.601864,-118.151639,Mexican Deli Grill Hot Dogs Latin American
998,El Torito,3.5,34.41281,-119.68851,Mexican
999,El Torito,3,35.365521,-119.054248,Mexican
1000,El Torito,4,34.18424,-118.87549,Mexican
1001,El Torito,4,36.614992,-121.899396,Mexican
1002,El Torito,3,34.06963,-117.571526,Mexican
1003,El Torito,2,34.072166,-117.876685,Mexican
1004,El Torito,4,33.889215,-117.518359,Mexican
1005,El Torito,3,38.6688,-121.271966,Mexican
1006,El Torito,3,37.433075,-121.8974358,Mexican
1007,El Torito,3,34.150093,-118.0816,Mexican
1008,El Torito,4.5,33.81727079,-118.185339,Mexican
1009,El Torito,2,33.85849199,-118.0296005,Mexican Buffet Chinese Japanese
1010,El Torito,3,37.598972,-122.36706,Mexican
1011,El Torito,2.5,32.770521,-117.02566,Mexican South American
1012,El Torito,3.5,33.527428,-117.14916,Mexican Grill
1013,El Torito,3,33.81547,-118.3514722,Mexican
1014,El Torito,3,33.46088507,-117.6946878,Mexican Buffet Japanese Pasta
1015,El Torito,3,33.86571,-118.09577,Mexican Deli Diner Pizza
1016,El Torito,4.5,33.012754,-117.078491,Mexican Seafood
1017,El Torito,4,34.021984,-118.450353,Mexican
1018,El Torito,2.5,33.926495,-118.353585,Mexican
1019,El Torito,3,37.38453,-121.97953,Mexican
1020,El Torito,3,33.871841,-117.740446,Mexican
1021,El Torito,4.5,37.563,-122.27832,Mexican
1022,El Torito,2.5,33.83133,-118.08718,Mexican
1023,El Torito,3.5,33.92593,-117.878564,Mexican Grill
1024,El Torito,4,33.974407,-118.444814,Mexican
1025,El Torito,4,33.678902,-117.8591099,Mexican
1026,El Torito,3.5,32.63669,-117.100483,Mexican Latin American
1027,El Torito,3,34.089998,-117.670235,Mexican
1028,El Torito,4,37.96994,-122.0546,Mexican
1029,El Torito,3,33.7859,-117.890999,Mexican American Grill
1030,El Torito,2.5,33.852737,-118.14241,Mexican Grill
1031,El Torito,3.5,33.774743,-117.867456,Mexican
1032,El Torito,3,32.8699,-117.234001,Mexican Grill
1033,El Torito,3.5,33.955406,-117.391822,Mexican
1034,El Torito,2,34.106407,-117.5352,Mexican
1035,El Torito,3.5,33.752567,-118.106371,Mexican
1036,El Torito,3,36.739983,-119.78146,Mexican Latin American
1037,El Torito,3.5,34.41981,-118.58297,Mexican
1038,El Torito Grill,3.5,33.61615,-117.87858,Mexican Southwestern
1039,El Torito Grill,4,34.18044,-118.59739,Mexican
1040,El Torito; Mexican Restaurant and Cantina,3,38.357856,-122.713527,Mexican Latin American
1041,Marin Joes,3.5,37.92111,-122.51255,Italian Continental American Steak
1042,McDonald's,3,38.1535186,-121.7035593,American Burgers Fast Food
1043,McDonald's,2,34.145802,-118.12314,Burgers American Fast Food Sandwiches
1044,McDonald's,1,36.080539,-119.045348,Burgers American Fast Food Sandwiches
1045,McDonald's,3,32.706501,-117.009003,Burgers Fast Food American Chicken Hot Dogs Sandwiches Seafood
1046,McDonald's,1,34.033137,-117.755427,American Burgers Fast Food
1047,McDonald's,4,40.58676,-122.35098,American Burgers Fast Food
1048,McDonald's,3.5,34.235806,-118.536482,Burgers American Fast Food Sandwiches
1049,McDonald's,4,33.979686,-117.972248,Fast Food Burgers American Sandwiches
1050,McDonald's,2,33.990068,-117.91247,Fast Food American Burgers
1051,McDonald's,2,37.231715,-121.773151,American Fast Food Burgers
1052,McDonald's,3,34.078899,-118.053001,Fast Food American Burgers
1053,McDonald's,1,38.021636,-121.344625,American Burgers Fast Food
1054,McDonald's,2.5,37.549526,-122.046313,Burgers Fast Food American Sandwiches
1055,McDonald's,4,38.496086,-121.484243,Burgers American Fast Food
1056,McDonald's,2.5,33.796917,-117.83567,Fast Food American Burgers Sandwiches
1057,McDonald's,2,37.872239,-122.26839,Burgers American Fast Food
1058,McDonald's,3,33.245796,-117.29047,American Burgers Fast Food
1059,McDonald's,3.5,34.153226,-118.257603,American Burgers Fast Food
1060,McDonald's,5,33.2319,-117.30742,Burgers Fast Food American
1061,McDonald's,1.5,33.685544,-117.865227,Burgers Fast Food American
1062,McDonald's,1,37.603961,-122.069098,American Burgers Fast Food
1063,McDonald's,3.5,33.94117,-118.048163,American Burgers Fast Food
1064,McDonald's,2.5,33.984763,-117.7478921,Fast Food American Burgers
1065,McDonald's,1,33.94102,-118.047688,American Burgers Fast Food
1066,McDonald's,1,33.9163358,-118.347388,American Burgers Fast Food
1067,McDonald's,1.5,34.099701,-118.117996,American Burgers Fast Food
1068,McDonald's,2.5,35.144588,-119.464073,Fast Food Burgers Chicken Sandwiches American
1069,McDonald's,1,34.106701,-117.490001,Fast Food American Burgers
1070,McDonald's,3.5,32.6399,-117.098,American Burgers Fast Food
1071,McDonald's,3.5,33.133479,-117.121201,Burgers Fast Food American Sandwiches
1072,McDonald's,3,34.031358,-117.914886,Fast Food American Burgers Sandwiches
1073,McDonald's,1,37.99644169,-122.5345865,American Burgers Fast Food
1074,McDonald's,3,37.359707,-120.59581,Fast Food American Burgers
1075,McDonald's,2.5,33.657969,-117.918298,Burgers American Fast Food
1076,McDonald's,3.5,33.75721,-117.88504,American Fast Food Burgers
1077,McDonald's,3,34.00107193,-117.722346,Fast Food American Burgers
1078,McDonald's,2,37.526356,-122.005295,Burgers Fast Food American Sandwiches
1079,McDonald's,1,34.2284055,-118.555047,American Burgers Fast Food
1080,McDonald's,3.5,33.986262,-117.871836,Fast Food American Burgers
1081,McDonald's,3,33.206603,-117.286751,Burgers Fast Food American
1082,McDonald's,1.5,37.73883,-121.450498,Burgers Fast Food American Sandwiches
1083,McDonald's,4.5,33.8748642,-118.2486487,American Burgers Fast Food
1084,McDonald's,4.5,33.928783,-118.147856,Fast Food Burgers American Sandwiches Chicken
1085,McDonald's,3.5,36.204714,-121.139385,Burgers Fast Food American Chicken Sandwiches International
1086,McDonald's,2,36.83659,-121.38907,American Burgers Fast Food
1087,McDonald's,3,34.000867,-118.403284,Burgers Fast Food American Sandwiches Chicken
1088,Mermaid Restaurant,3.5,33.861984,-118.40147,American Seafood Spanish Tapas Barbecue Chinese Hot Dogs International Japanese Traditional
1089,Mickys Italian Delicatessen and Liquor - Store,4.5,33.85421,-118.39801,Pizza Deli
1090,Petrillo's Pizza Restaurant,4,34.08023,-118.08928,Pizza Italian Deli Mediterranean Pasta
1091,Rosita's,5,34.898125,-117.03221,Mexican American
1092,Shakey's Pizza,4,34.069375,-118.029326,Pizza American Italian
1093,Shakey's Pizza,3.5,34.062869,-117.682137,Pizza American Italian Sandwiches Subs
1094,Shakey's Pizza Restaurant,5,34.08505082,-117.967001,Pizza American Italian
1095,Steven's Place,3,33.883034,-117.515162,American
1096,Venice Pizza House,4.5,32.755203,-117.12149,Pizza Italian
1097,Acapulco Grill Restaurants,4,37.013308,-121.577699,Mexican
1098,Casa Bianca Pizza Pie,4,34.139355,-118.202965,Pizza Italian
1099,Chick's Donuts and Coffee Shop,4.5,37.973827,-122.03989,Donuts Coffee
1100,Cypress Subway,2,33.80308,-118.0441582,Deli Fast Food Sandwiches Soup Vegetarian
1101,D'Elia's Grinder Haven,5,33.975601,-117.356885,Sandwiches American Burgers Deli Fast Food Healthy Italian Subs
1102,Goofy's Kitchen,4.5,33.80868647,-117.9273105,American
1103,KFC,3,32.808273,-116.971719,American Fast Food Chicken
1104,KFC,2,34.096061,-118.326948,Fast Food American Chicken Italian Pizza
1105,KFC,1,33.92543,-116.89774,Chicken American
1106,KFC,3,36.569451,-119.610643,American Chicken Fast Food
1107,KFC,2,37.957366,-122.037655,American Chicken Fast Food
1108,KFC,1.5,33.677703,-117.919027,American Chicken Fast Food
1109,KFC,1.5,37.34,-121.971001,Chicken Fast Food American
1110,KFC,3,38.781763,-121.265233,American Chicken Fast Food
1111,KFC,3,34.1483,-118.235001,Chicken Fast Food American
1112,KFC,3,37.762172,-122.243583,American Chicken Fast Food
1113,KFC,1.5,37.589209,-122.067942,American Chicken Fast Food
1114,KFC,2.5,34.0561,-117.670291,Chicken American Fast Food
1115,KFC,2,33.88937,-118.122025,American Burgers Chicken Deli Fast Food Thai
1116,KFC,4,33.971403,-118.187912,American Fast Food Chicken
1117,KFC,2,32.615576,-117.026349,American Chicken Fast Food
1118,KFC,4,33.041997,-116.869409,American Fast Food Chicken
1119,KFC,1,33.87758,-117.585419,American Fast Food Chicken
1120,KFC,3,37.32766382,-121.9316983,Fast Food American Chicken Mexican
1121,KFC,2,34.121448,-117.555764,American Chicken Fast Food
1122,KFC,2,34.03343,-117.064277,Chicken
1123,KFC,4,37.69382,-122.464558,Fast Food American Chicken Pizza
1124,KFC,5,34.471129,-117.342628,American Chicken Fast Food
1125,KFC,2.5,37.056881,-120.862059,American Fast Food
1126,KFC,3.5,34.044858,-118.253417,American Chicken Fast Food
1127,KFC,2,37.299491,-120.480587,American Chicken Fast Food
1128,KFC,2,38.789044,-121.223849,Fast Food American Chicken
1129,KFC,2.5,37.68287678,-122.4885477,American Fast Food Chicken
1130,KFC,2,36.966107,-122.041208,American Fast Food Chicken
1131,KFC,1,36.781945,-119.754022,American Fast Food Chicken
1132,KFC,4,37.30962,-121.977549,American Fast Food Chicken
1133,KFC,5,37.246902,-121.890039,American Chicken Fast Food
1134,KFC,3,40.405793,-120.631499,American Chicken Fast Food
1135,KFC,3,36.685936,-121.800477,Chicken American Burgers Fast Food
1136,KFC,2,33.859797,-117.791025,American Chicken Fast Food
1137,KFC,2,34.38000478,-118.542105,American Fast Food Chicken
1138,KFC,2,38.677219,-121.787245,Chicken American
1139,KFC,3,36.672986,-121.631925,Chicken American Fast Food
1140,KFC,1,37.706939,-122.41418,American Chicken
1141,KFC,3,36.602384,-121.849138,Chicken American
1142,KFC,5,33.997155,-117.967869,American Chicken Fast Food
1143,KFC,3,34.024349,-118.460873,Fast Food American Chicken
